Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
A2AUC9	A2AUC9	8	8	8	Kelch-like protein 41	Klhl41	sp|A2AUC9|KLH41_MOUSE Kelch-like protein 41 OS=Mus musculus OX=10090 GN=Klhl41 PE=1 SV=1	1	8	8	8	14	14	14	68.189	606	606	5.06	3	1		2	2	2	2	4	0	135.27	31553000	30663000	38315000	56624000	44236000	10308000	353980	29305000	22581000	29971000	29787000	28890000	38652000	54847000	43320000	13924000	3259700	29280000	21111000	28899000	14	14	14	14	14	14	9	14	14	14	2989500000	15				10	3760;3857;7883;8290;8447;9667;13320;14519	True;True;True;True;True;True;True;True	4007;4113;8356;8786;8956;10248;14227;15511	10534;10535;10830;21595;22757;22758;23226;23227;23228;26596;26597;26598;26599;36685;36686;40003	11065;11380;22539;23786;24283;24284;27824;27825;27826;27827;27828;27829;38122;38123;41601	11065;11380;22539;23786;24283;27828;38122;41601			-1
A2BDX3	A2BDX3	1	1	1	Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase	Mocs3	sp|A2BDX3|MOCS3_MOUSE Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1	1	1	1	1	2	2	2	49.374	460	460	1.5	1	1							0.0013699	1.991	4512400	2886600	5041300	3180400	2563400	2371400	45233	2708500	3355600	4424400	4257500	2701800	5059600	3195900	2664900	2477300	285270	2835700	3137700	4208400	2	2	2	2	2	2	2	2	2	2	465780000	2				11	13902	TRUE	14856	38367;38368	39892;39893	39892			-1
A3KGK3-2;A3KGK3	A3KGK3-2;A3KGK3	1;1	1;1	1;1	Fer-1-like protein 4	Fer1l4	sp|A3KGK3-2|FR1L4_MOUSE Isoform 2 of Fer-1-like protein 4 OS=Mus musculus OX=10090 GN=Fer1l4;sp|A3KGK3|FR1L4_MOUSE Fer-1-like protein 4 OS=Mus musculus OX=10090 GN=Fer1l4 PE=2 SV=3	2	1	1	1	0.7	0.7	0.7	213.1	1901	1901;1992	5					1				0.00046685	2.2809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				12	12954	TRUE	13833	35515	36869	36869			-1;-1
A3KMP2;A3KMP2-2	A3KMP2;A3KMP2-2	11;6	11;6	11;6	Tetratricopeptide repeat protein 38	Ttc38	sp|A3KMP2|TTC38_MOUSE Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38 PE=1 SV=2;sp|A3KMP2-2|TTC38_MOUSE Isoform 2 of Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38	2	11	11	11	28.8	28.8	28.8	52.223	465	465;279	5.23	1	2		4	5	3	5	2	0	130.44	61191000	28557000	60189000	22499000	23914000	20132000	159540	23417000	29847000	37876000	57688000	26653000	60768000	23260000	25570000	20759000	2296300	24470000	27898000	36036000	19	19	19	19	19	19	11	19	19	19	2858900000	21				13	232;2051;2676;3387;3605;8125;9042;11812;13627;14345;14452	True;True;True;True;True;True;True;True;True;True;True	245;2191;2865;3610;3848;8608;9590;12616;14552;15326;15442	675;5795;5796;5797;7624;9516;9517;10159;22297;22298;22299;24968;24969;32515;32516;37557;37558;39578;39827;39828;39829;39830	709;6062;6063;6064;7988;7989;9984;9985;10677;23322;23323;26147;26148;33822;33823;39024;39025;41163;41164;41424;41425	709;6064;7988;9985;10677;23323;26147;33822;39025;41163;41424			-1;-1
A6H611	A6H611	1	1	1	Mitochondrial intermediate peptidase	Mipep	sp|A6H611|MIPEP_MOUSE Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	80.851	711	711	1	1								0	3.9722	1042300	572130	1283000	673230	660510	413550	0	412080	326750	536100	984080	535850	1281100	672180	685200	437910	33573	429800	304910	512920	1	1	1	1	1	1	0	1	1	1	177880000	1				14	1046	TRUE	1114	2985	3154	3154			-1
A6H630	A6H630	1	1	1	Protein-glutamate O-methyltransferase	Armt1	sp|A6H630|ARMT1_MOUSE Damage-control phosphatase ARMT1 OS=Mus musculus OX=10090 GN=Armt1 PE=1 SV=1	1	1	1	1	1.6	1.6	1.6	50.548	439	439	5					1				0.0043535	1.4662	1511800	991200	1800600	1118500	917050	520350	10269	682590	729810	989190	1427000	927950	1800900	1116900	953070	572400	81548	706880	682440	943650	1	1	1	1	1	1	1	1	1	1	71015000	1				15	662	TRUE	701	1904	2025	2025			-1
A6H6A9;A6H6A9-2	A6H6A9;A6H6A9-2	1;1	1;1	1;1	Rab GTPase-activating protein 1-like	Rabgap1l	sp|A6H6A9|RBG1L_MOUSE Rab GTPase-activating protein 1-like OS=Mus musculus OX=10090 GN=Rabgap1l PE=1 SV=1;sp|A6H6A9-2|RBG1L_MOUSE Isoform 2 of Rab GTPase-activating protein 1-like OS=Mus musculus OX=10090 GN=Rabgap1l	2	1	1	1	1.2	1.2	1.2	92.403	815	815;477	2.5		1	1						0.009721	1.1267	1799200	3297700	6073100	3837200	3851800	3489000	117640	2925400	2930100	3934500	1720500	3088200	5878200	3852900	3923700	3564000	408190	3082500	2742700	3760900	2	2	2	2	2	2	2	2	2	2	570660000	2				16	6848	TRUE	7261	19060;19061	19857;19858	19857			-1;-1
A6H8H2;A6H8H2-2	A6H8H2;A6H8H2-2	2;2	2;2	2;2	DENN domain-containing protein 4C	Dennd4c	sp|A6H8H2|DEN4C_MOUSE DENN domain-containing protein 4C OS=Mus musculus OX=10090 GN=Dennd4c PE=1 SV=1;sp|A6H8H2-2|DEN4C_MOUSE Isoform 2 of DENN domain-containing protein 4C OS=Mus musculus OX=10090 GN=Dennd4c	2	2	2	2	0.8	0.8	0.8	211.46	1906	1906;1955	5					2				0.00046773	2.3319	2609000	1171800	2346900	1346400	1196300	996990	38211	1072300	1135900	1709000	2458400	1097200	2387400	1349200	1243800	1040400	135520	1124500	1062900	1626500	2	2	2	2	2	2	2	2	2	2	64341000	2				17	6779;8184	True;True	7187;8672	18872;22431	19667;23458	19667;23458			-1;-1
A6X935;A6X935-2;CON__Q3T052	A6X935;A6X935-2	3;3;1	3;3;1	3;3;1	"Inter alpha-trypsin inhibitor, heavy chain 4"	Itih4	"sp|A6X935|ITIH4_MOUSE Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4 PE=1 SV=2;sp|A6X935-2|ITIH4_MOUSE Isoform 2 of Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4"	3	3	3	3	3.2	3.2	3.2	104.66	942	942;903;916	5.25					3	1			0	4.6404	2558100	1680800	2968100	2407500	2245200	1563500	29410	1533600	1385300	1978200	2414200	1577800	2983600	2378400	2255000	1646200	190900	1600000	1295700	1893200	2	2	2	2	2	2	2	2	2	2	153480000	3				18	4118;11130;13937	True;True;True	4394;11893;14893	11563;30578;38447;38448	12166;31871;39974	12166;31871;39974			-1;-1;-1
B1AR13	B1AR13	3	3	3	"CDGSH iron-sulfur domain-containing protein 3, mitochondrial"	Cisd3	"sp|B1AR13|CISD3_MOUSE CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1"	1	3	3	3	24.1	24.1	24.1	15.676	137	137	7.17						1	3	2	0	8.5009	23102000	9759200	19810000	13646000	11673000	8709100	84304	7479300	7151800	9547400	21763000	9158400	20243000	13495000	11960000	9157100	886350	7861900	6685500	9139600	5	5	5	5	5	5	4	5	5	5	1130100000	4				19	1629;8084;10219	True;True;True	1741;8567;10936	4602;4603;22200;22201;28345;28346	4824;23221;23222;29557	4824;23221;29557			-1
B7ZMP1;B7ZMP1-2	B7ZMP1;B7ZMP1-2	2;2	2;2	2;2	Probable Xaa-Pro aminopeptidase 3	Xpnpep3	sp|B7ZMP1|XPP3_MOUSE Xaa-Pro aminopeptidase 3 OS=Mus musculus OX=10090 GN=Xpnpep3 PE=1 SV=1;sp|B7ZMP1-2|XPP3_MOUSE Isoform 2 of Xaa-Pro aminopeptidase 3 OS=Mus musculus OX=10090 GN=Xpnpep3	2	2	2	2	4.5	4.5	4.5	56.677	506	506;386	7					1			2	0	15.693	7380700	3841800	7285200	3897800	4033800	3363300	50268	3078200	3475200	4600300	6958300	3593000	7370600	3946700	4157800	3454900	371910	3243500	3249700	4385100	3	3	3	3	3	3	3	3	3	3	453910000	3				20	4404;8807	True;True	4694;9336	12348;12349;24281	12984;12985;25431	12985;25431			-1;-1
C0HK80;C0HK79	C0HK80;C0HK79	2;2	2;2	2;2			sp|C0HK80|ARXS2_MOUSE Adipocyte-related X-chromosome expressed sequence 2 OS=Mus musculus OX=10090 GN=Arxes2 PE=1 SV=1;sp|C0HK79|ARXS1_MOUSE Adipocyte-related X-chromosome expressed sequence 1 OS=Mus musculus OX=10090 GN=Arxes1 PE=1 SV=1	2	2	2	2	14.4	14.4	14.4	20.146	180	180;180	7						1		1	0	6.3525	2878000	1030600	2006300	1018900	1064600	730620	13983	620130	751010	1022800	2708600	963640	2082200	1031100	1101900	760090	93545	660380	702390	972640	1	1	1	1	1	1	1	1	1	1	138000000	2				21	14047;14592	True;True	15006;15589	38732;40317	40263;41962	40263;41962			-1;-1
CON__P00761	CON__P00761	4	4	4				1	4	4	4	25.1	25.1	25.1	24.409	231	231	4.33	4	3	2	1	1	1	1	5	0	88.428	136190000	54921000	114020000	81043000	62806000	60514000	1012800	60973000	72089000	102760000	128280000	51575000	116650000	80074000	64770000	62996000	6451900	64356000	67405000	97672000	22	22	22	22	22	22	18	22	22	22	35743000000	22			+	22	6677;8234;9254;13118	True;True;True;True	7081;7082;8726;9810;14015	18618;18619;18620;18621;18622;18623;22569;22570;22571;22572;25449;25450;25451;25452;36119;36120;36121;36122	19423;19424;19425;19426;19427;19428;19429;23603;23604;23605;23606;23607;26655;26656;26657;26658;26659;37530;37531;37532;37533;37534	19426;23603;26655;37530	2	94	-1
CON__P02769	CON__P02769	2	1	1				1	2	1	1	4.4	2.1	2.1	69.293	607	607	3	3	12	2	2	1		1	2	0	71.014	851150000	436040000	750860000	468250000	425200000	422580000	109010	438340000	451280000	494810000	801940000	408020000	765480000	472560000	437010000	434090000	29534000	452850000	421470000	475480000	26	26	26	26	26	26	14	26	26	26	1.3439E+11	29			+	23	2913;8241	False;True	3118;8733	8287;8288;8289;22588;22589;22590;22591;22592;22593;22594;22595;22596;22597;22598;22599;22600;22601;22602;22603;22604;22605;22606;22607;22608;22609;22610	8726;8727;8728;23620;23621;23622;23623;23624;23625;23626;23627;23628;23629;23630;23631;23632;23633;23634;23635;23636;23637;23638;23639;23640;23641;23642;23643;23644;23645;23646;23647;23648	8726;23645			-1
CON__P04258	CON__P04258	1	1	1				1	1	1	1	1.5	1.5	1.5	138.44	1466	1466	3.5			1	1					0	36.073	502200	149250	252600	79580	85305	118130	3594.7	157380	201590	211400	472090	138990	270210	86591	93359	119030	14312	161780	188530	202080	2	2	2	2	2	2	2	2	2	2	27640000	2			+	24	11635	TRUE	12429	31897;31898	33167;33168	33167			-1
CON__P04264	CON__P04264	9	9	5				1	9	9	5	23	23	16.1	66.017	644	644	4.8	2	1	2	2	1	2	3	2	0	310.46	17838000	9646000	27970000	19210000	16767000	11824000	95901	10320000	17816000	19120000	16876000	9099900	27658000	18691000	17150000	12479000	1423800	11054000	16649000	18137000	12	12	12	12	12	12	5	12	12	12	2377800000	14			+	25	4132;4813;5661;6405;8839;11784;11852;14375;14557	True;True;True;True;True;True;True;True;True	4408;5122;6013;6795;9376;12586;12660;15356;15552	11625;13474;13475;13476;15844;15845;17851;17852;24383;32453;32620;32621;32622;39637;40158	12226;14155;14156;14157;14158;16566;16567;18682;25534;33760;33930;33931;41229;41777	12226;14155;16566;18682;25534;33760;33931;41229;41777			-1
CON__P13645;P02535;CON__Q148H6;CON__Q7Z3Y7;CON__P02535-1;P02535-3;P02535-2;CON__Q7Z3Z0;CON__Q7Z3Y8	CON__P13645	10;2;2;2;2;2;2;1;1	10;2;2;2;2;2;2;1;1	9;1;1;1;1;1;1;1;1				9	10	10	9	23.8	23.8	22.6	59.51	593	593;570;464;486;570;462;561;450;459	4.15		2	4	2	1	3	1		0	74.798	21024000	12907000	30329000	20131000	19889000	14207000	144920	11508000	20838000	23271000	19875000	12130000	30122000	19823000	20192000	14786000	1819500	12448000	19478000	22038000	10	10	10	10	10	10	7	10	10	10	1812500000	13			+	26	304;913;2026;3444;5608;5641;7014;7795;12038;13592	True;True;True;True;True;True;True;True;True;True	324;969;2163;3667;5958;5992;7443;8262;12861;14517	885;2589;5711;9677;15714;15715;15796;19515;19516;19517;21351;33135;37477	920;2742;5961;10169;16434;16435;16517;20355;20356;20357;22317;34456;38943	920;2742;5961;10169;16435;16517;20355;22317;34456;38943	3	271	-1;-1;-1;-1;-1;-1;-1;-1;-1
CON__P15636	CON__P15636	7	7	7				1	7	7	7	14.9	14.9	14.9	68.124	653	653	5.03	1	3	3	6	6	9	4	3	0	323.31	180560000	71699000	150370000	95333000	83710000	71474000	2042900	64975000	89574000	120730000	170070000	67244000	153910000	94717000	86256000	74196000	8998100	69382000	83780000	114520000	28	28	28	28	28	28	18	28	28	28	29978000000	31			+	27	1279;2557;10930;11344;11671;13345;13666	True;True;True;True;True;True;True	1381;1382;2740;11684;12118;12471;14252;14593	3693;3694;3695;3696;7285;7286;30082;30083;30084;30085;30086;30087;30088;31103;31104;31105;31106;31107;31108;31109;31110;31111;31112;32058;32059;36740;36741;36742;36743;36744;36745;36746;37647;37648;37649	3870;3871;3872;3873;7627;7628;7629;31376;31377;31378;31379;32391;32392;32393;32394;32395;32396;32397;33356;33357;38181;38182;38183;38184;38185;38186;38187;38188;38189;39118;39119	3873;7628;31376;32395;33357;38183;39118	4	301	-1
CON__P35527	CON__P35527	1	1	1				1	1	1	1	5.1	5.1	5.1	62.129	623	623	3.5			1	1					0	116.99	892090	733150	1816600	1601800	1359100	792790	4555.5	1312300	1554600	1840900	846320	692820	1783600	1550100	1365700	872810	122560	1344200	1453000	1757600	3	3	3	3	3	3	2	3	3	3	346840000	3			+	28	4816	TRUE	5125	13486;13487	14166;14167;14168	14168			-1
CON__P35908;CON__P35908v2;Q3TTY5;CON__Q3TTY5;Q6NXH9;Q9R0H5;CON__Q6NXH9;CON__Q9R0H5;P04104;CON__P48668;CON__P04259;CON__Q6IFZ6;CON__Q7Z794;CON__P19013;Q6IFZ9;Q6IFZ6;CON__P02538	CON__P35908;CON__P35908v2	8;7;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2	6;5;3;3;1;1;1;1;1;2;2;1;1;2;1;1;2	4;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0			;	17	8	6	4	16	12.9	10.4	65.865	645	645;639;707;707;539;524;539;524;637;564;564;572;578;594;495;572;564	5.88		1		1	2		1	3	0	184.24	25200000	9810600	28896000	22369000	18016000	19176000	239490	16102000	20554000	25571000	23781000	9278700	29009000	21752000	18370000	19670000	1783900	17111000	19216000	24339000	8	8	8	8	8	8	4	8	8	8	2452700000	7			+	29	1384;3950;4132;4760;4761;4809;6066;6405	True;True;False;True;True;True;True;False	1488;4211;4408;5066;5067;5118;6437;6795	3992;11094;11095;11625;13295;13296;13297;13467;17011;17851;17852	4191;11672;12226;13950;13951;14149;14150;17807;18682	4191;11672;12226;13950;13951;14149;17807;18682			-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
CON__Q01546;CON__P12035	CON__Q01546;CON__P12035	3;2	2;1	2;1			;	2	3	2	2	3.6	2.5	2.5	65.87	638	638;629	3.33	1	1					1		1	-2	4679100	3056700	5503600	4312100	4026000	2752600	110060	2612700	2754800	3927800	4416400	2868900	5526400	4262600	4054700	2900700	400100	2751200	2578400	3743500	3	3	3	3	3	3	2	3	3	3	518780000	2	+		+	30	2102;3950;11546	True;False;True	2249;4211;12335	5947;11094;11095;31644;31645	6213;11672;32910	6213;11672;32910	5	402	-1;-1
CON__Q3SX28	CON__Q3SX28	19	1	0				1	19	1	0	45.8	7.4	0	33.012	284	284	2		1							0	9.5357	1387700	1172700	2356600	2179600	1933600	1059600	10213	1656700	1574000	2161300	1313900	1105000	2330800	2121800	1930800	1166400	162320	1694700	1471400	2067700	1	1	1	1	1	1	1	1	1	1	304970000	1			+	31	780;1557;1558;2938;6087;6977;6978;7297;7298;7772;7919;9464;9465;9467;9754;10624;11066;11067;12546	False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False	829;1667;1668;3143;6458;7404;7405;7740;7741;8238;8393;10036;10037;10039;10354;10355;11361;11826;11827;13399	2215;2216;2217;2218;2219;2220;2221;2222;4415;4416;4417;4418;4419;4420;4421;4422;8350;17070;17071;17072;17073;19416;19417;19418;19419;19420;19421;19422;19423;19424;19425;20274;20275;20276;20277;20278;20279;20280;20281;20282;21297;21298;21692;21693;21694;26026;26027;26028;26029;26030;26031;26032;26033;26034;26040;26842;26843;26844;26845;26846;26847;29381;29382;29383;29384;29385;29386;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;34435;34436;34437;34438;34439;34440	2354;2355;2356;2357;2358;2359;2360;2361;2362;4626;4627;4628;4629;4630;4631;4632;8797;17865;17866;17867;20251;20252;20253;20254;20255;20256;20257;20258;20259;20260;20261;20262;20263;20264;21153;21154;21155;21156;21157;21158;21159;21160;21161;21162;22256;22639;22640;27245;27246;27247;27248;27249;27250;27251;27252;27253;27261;28081;28082;28083;28084;28085;30656;30657;30658;30659;30660;30661;30662;31729;31730;31731;31732;31733;31734;31735;31736;31737;31738;35766;35767;35768;35769;35770;35771	2354;4626;4631;8797;17866;20252;20258;21155;21160;22256;22640;27246;27250;27261;28084;30658;31729;31735;35769	6;7	141;146	-1
E9PV24;E9PV24-2	E9PV24;E9PV24-2	6;6	6;6	6;6	Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain	Fga	sp|E9PV24|FIBA_MOUSE Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga PE=1 SV=1;sp|E9PV24-2|FIBA_MOUSE Isoform 2 of Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga	2	6	6	6	12.7	12.7	12.7	87.428	789	789;557	2.18	3	4	3	1					0	275.81	32592000	17040000	27264000	16845000	14491000	13731000	161250	14613000	14146000	21079000	30700000	15932000	27887000	17075000	14995000	14218000	1369600	15247000	13226000	20111000	11	11	11	11	11	11	10	11	11	11	2368700000	12				32	1363;2579;3806;4556;4642;5193	True;True;True;True;True;True	1466;2763;4056;4857;4943;5515	3937;3938;7329;7330;10665;12766;12992;14574;14575;14576;14577	4142;7669;7670;7671;7672;11207;13418;13642;15298;15299;15300;15301	4142;7669;11207;13418;13642;15298			-1;-1
E9PVA8	E9PVA8	4	4	4		Gcn1l1	sp|E9PVA8|GCN1_MOUSE eIF-2-alpha kinase activator GCN1 OS=Mus musculus OX=10090 GN=Gcn1 PE=1 SV=1	1	4	4	4	1.6	1.6	1.6	293.02	2671	2671	5.4				1	3			1	0	47.158	7188200	3765200	7518700	3847100	3821300	3040100	63864	3182100	3375800	4561300	6779300	3521600	7574800	3888700	3972500	3153800	362090	3322300	3156900	4352600	4	4	4	4	4	4	2	4	4	4	265450000	5				33	739;1914;5176;9671	True;True;True;True	784;2043;5498;10252	2095;5395;14530;14531;26606	2230;5642;15259;15260;27836	2230;5642;15259;27836			-1
E9PZQ0;A2AGL3;A2AGL3-2	E9PZQ0	5;1;1	5;1;1	5;1;1	Ryanodine receptor 1	Ryr1	sp|E9PZQ0|RYR1_MOUSE Ryanodine receptor 1 OS=Mus musculus OX=10090 GN=Ryr1 PE=1 SV=1	3	5	5	5	1.4	1.4	1.4	565.03	5035	5035;4863;4834	3.33	2	1			2	1			0	9.6637	7573400	6972100	12145000	12311000	11545000	6011000	55703	7086100	6765200	9320400	7166300	6564300	12062000	12010000	11421000	6552900	798780	7338100	6321500	8914700	5	5	5	5	5	5	2	5	5	5	705150000	5				34	1043;1169;4821;7928;9227	True;True;True;True;True	1111;1249;5131;8402;9782	2978;3323;13502;21709;25370;25371	3147;3493;14181;22655;26575	3147;3493;14181;22655;26575			-1;-1;-1
E9Q3E1;J3QMK6;Q80VQ0	E9Q3E1	5;1;1	5;1;1	5;1;1	Aldehyde dehydrogenase	Aldh3b2	sp|E9Q3E1|AL3B2_MOUSE Aldehyde dehydrogenase family 3 member B2 OS=Mus musculus OX=10090 GN=Aldh3b2 PE=1 SV=1	3	5	5	5	17.3	17.3	17.3	52.982	479	479;479;468	4.2	1	1	2	1	3		2		0	125.02	8422100	5692800	10507000	6050900	6085700	6473600	20066	3993600	5952600	8791800	7952500	5326400	10495000	6127900	6244600	6507900	519830	4425000	5563400	8313200	7	7	7	7	7	7	2	7	7	7	1302700000	8				35	3260;4375;9503;11400;11779	True;True;True;True;True	3480;4663;10078;12179;12581	9187;12237;12238;26144;26145;26146;31279;31280;32444;32445	9669;12868;12869;27373;27374;32547;33753;33754	9669;12868;27373;32547;33754			-1;-1;-1
E9Q3L2	E9Q3L2	3	3	3		Pi4ka	sp|E9Q3L2|PI4KA_MOUSE Phosphatidylinositol 4-kinase alpha OS=Mus musculus OX=10090 GN=Pi4ka PE=1 SV=2	1	3	3	3	1.4	1.4	1.4	237.04	2105	2105	4.67				1	2				0	5.4413	2982800	1325800	2627700	1588900	1682800	1147800	21459	839890	821230	1180100	2810300	1242000	2682000	1587500	1712000	1189800	135260	895930	768280	1126700	3	3	3	3	3	3	2	3	3	3	78562000	3				36	2091;6333;14509	True;True;True	2237;6720;15501	5916;17697;39981	6181;18515;41580	6181;18515;41580			-1
E9Q4Z2	E9Q4Z2	44	33	33	Acetyl-CoA carboxylase 2;Biotin carboxylase	Acacb	sp|E9Q4Z2|ACACB_MOUSE Acetyl-CoA carboxylase 2 OS=Mus musculus OX=10090 GN=Acacb PE=1 SV=1	1	44	33	33	23.1	17.7	17.7	275.75	2448	2448	4.3	6	11	10	6	8	10	7	5	0	306.6	189370000	90204000	156970000	95280000	93025000	61914000	1064600	77844000	76812000	106370000	178370000	84394000	160810000	95863000	95267000	65638000	7900500	80427000	71809000	101630000	60	60	60	60	60	60	37	60	60	60	14539000000	66				37	945;1506;1507;1822;2056;2178;2884;3217;3504;3790;4045;4362;4876;4933;4994;5757;5965;6501;6671;6992;7105;7143;7280;7287;7564;8255;8682;8802;9809;10048;10824;10834;10959;11064;11214;12002;12162;12371;13220;13536;13670;14377;14754;14907	True;True;True;True;True;False;False;True;True;False;False;False;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;False;True;True;False;True;True;True;True;True;True;False;True;True;True	1002;1613;1614;1615;1616;1946;2199;2328;3088;3434;3734;4040;4311;4649;4650;5189;5247;5308;6115;6332;6896;7075;7419;7540;7582;7722;7730;8018;8748;9205;9331;10438;10439;10750;11572;11582;11716;11824;11980;12824;12996;13218;14121;14457;14597;15358;15763;15924	2677;2678;2679;4289;4290;4291;4292;4293;4294;4295;4296;4297;4298;5171;5820;6181;6182;6183;6184;6185;8209;8210;8211;8212;9071;9072;9073;9855;10624;11352;11353;11354;12209;12210;12211;12212;13659;13660;13661;13802;13803;13804;13805;13990;13991;16133;16134;16135;16721;18110;18111;18608;18609;19449;19450;19756;19861;19862;19863;20226;20241;20242;20866;22655;22656;22657;22658;23833;24271;24272;24273;27068;27069;27070;27916;29836;29837;29857;29858;30153;30416;30417;30806;30807;33040;33465;33984;33985;36443;37291;37292;37658;37659;39643;40731;41092	2823;2824;2825;2826;4501;4502;4503;4504;4505;4506;4507;4508;4509;5416;6089;6480;6481;6482;6483;6484;6485;8639;8640;8641;8642;9536;9537;9538;9539;10359;11161;11940;11941;11942;12836;12837;12838;12839;12840;14352;14353;14354;14355;14500;14501;14502;14690;14691;16881;16882;16883;17499;17500;18919;18920;19413;19414;20289;20290;20622;20721;20722;20723;20724;20725;21093;21111;21112;21776;23690;23691;23692;23693;24949;25421;25422;25423;28296;28297;29123;31136;31137;31138;31139;31159;31450;31719;31720;32095;34351;34778;35300;37867;38733;38734;39128;39129;41234;42369;42370;42371;42372;42735	2824;4501;4508;5416;6089;6481;8639;9538;10359;11161;11940;12838;14352;14502;14690;16882;17500;18920;19414;20289;20622;20721;21093;21111;21776;23692;24949;25423;28297;29123;31138;31159;31450;31720;32095;34351;34778;35300;37867;38734;39128;41234;42371;42735	8;9;10	288;1510;2348	-1
E9Q5C9-2;E9Q5C9	E9Q5C9-2;E9Q5C9	1;1	1;1	1;1		Nolc1	sp|E9Q5C9-2|NOLC1_MOUSE Isoform 2 of Nucleolar and coiled-body phosphoprotein 1 OS=Mus musculus OX=10090 GN=Nolc1;sp|E9Q5C9|NOLC1_MOUSE Nucleolar and coiled-body phosphoprotein 1 OS=Mus musculus OX=10090 GN=Nolc1 PE=1 SV=1	2	1	1	1	1.8	1.8	1.8	69.272	664	664;702	3			1						0.003107	1.715	3814300	1801800	3465100	2128700	1926800	1571700	0	1795000	1673800	2257100	3594300	1687700	3524900	2129200	1984200	1643200	143360	1854900	1563800	2161600	1	1	1	1	1	1	0	1	1	1	283250000	1				38	14254	TRUE	15232	39359	40931	40931			-1;-1
